Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Lexus ES 350 2008 White,"₦ 5,200,000,",₦ 5.7 M ~ 5.93 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/116952317_NjIwLTQ2NS1iZGM3ZmZjNGI2.webp,https://pictures-nigeria.jijistatic.com/116952317_MTExLTgzLWJkYzdmZmM0YjY.webp | https://pictures-nigeria.jijistatic.com/116952315_MTExLTgzLWQ2M2YxNDRiMDQ.webp | https://pictures-nigeria.jijistatic.com/116952327_MTExLTgzLWIzMGM4Y2I5ZTM.webp | https://pictures-nigeria.jijistatic.com/116952326_MTExLTgzLTFjZTcwMmRhZWM.webp | https://pictures-nigeria.jijistatic.com/116952316_MTExLTgzLWJmMGQ0ZjY3NGQ.webp,Automatic,88000 km,Petrol,Foreign Used,,WHEELS ON FIRE,https://jiji.ng/kubwa/cars/lexus-es-350-2008-white-unmjlN3GlmtJqxuWjnhhb9L4.html,"No faults, Original parts",Lexus,ES,2008,White,No,350,Sedan,Front,,6,,5,,
Toyota Camry 2008 Gold,"₦ 4,500,000",₦ 4.5 M ~ 4.7 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/113934862_NjIwLTQ2NS1hOTY3NTg3ZjQy.webp,https://pictures-nigeria.jijistatic.com/113934862_MTExLTgzLWE5Njc1ODdmNDI.webp | https://pictures-nigeria.jijistatic.com/113934872_MTExLTgzLTVmMTRiOTc0NmY.webp | https://pictures-nigeria.jijistatic.com/113934858_MTExLTgzLWJmN2Q4NTk2NDY.webp | https://pictures-nigeria.jijistatic.com/113934860_MTExLTgzLTBiNjEyYjljZmU.webp | https://pictures-nigeria.jijistatic.com/113934863_MTExLTgzLWIwOGY1MzUyY2I.webp,Automatic,675467 km,,Foreign Used,,Delfunauto,https://jiji.ng/apapa/cars/toyota-camry-2008-gold-CpGT44bVrtDDOAVsm4rENOQC.html,No faults,Toyota,Camry,2008,Gold,No,,,,,,,,,
Toyota Camry 2008 Silver,"₦ 4,550,000",₦ 4.67 M ~ 4.73 M,"Anambra, Onitsha",https://pictures-nigeria.jijistatic.com/116946840_NjIwLTQ2NS01MjI0NjRkMjQ5.webp,https://pictures-nigeria.jijistatic.com/116946840_MTExLTgzLTUyMjQ2NGQyNDk.webp | https://pictures-nigeria.jijistatic.com/116946841_MTExLTgzLTY1ZmUzOTBkMjg.webp | https://pictures-nigeria.jijistatic.com/116946842_MTExLTgzLTA0OGY4OTE5OWE.webp | https://pictures-nigeria.jijistatic.com/116946843_MTExLTgzLTNlZGY2YjZiNGE.webp | https://pictures-nigeria.jijistatic.com/116946856_MTExLTgzLTM0ODgyMDgzYzE.webp,Automatic,,Petrol,Foreign Used,AM/FM Radio | CD Player | Electric Mirrors | Air Conditioning | Airbags | Electric Windows,Ken Tony,https://jiji.ng/onitsha-north/cars/toyota-camry-2008-silver-yrh8kJDvdMy0nrfqsGeUXmdC.html,"No faults, Unpainted",Toyota,Camry,2008,Silver,No,XLE 4dr Sedan (2.4 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,5,,
Hyundai Santa Fe 3.3 SE 4WD 2008 White,"₦ 4,250,000",₦ 4.6 M ~ 4.8 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/114438836_NjIwLTQ2NS01NTU2OWI5NWQ3.webp,https://pictures-nigeria.jijistatic.com/114438836_MTExLTgzLTU1NTY5Yjk1ZDc.webp | https://pictures-nigeria.jijistatic.com/114438832_MTExLTgzLTc4YmUzNTFkNjY.webp | https://pictures-nigeria.jijistatic.com/114438837_MTExLTgzLWEzNzMwNGNhZjI.webp | https://pictures-nigeria.jijistatic.com/114438840_MTExLTgzLTUwYWE2YzYyNGI.webp | https://pictures-nigeria.jijistatic.com/114438844_MTExLTgzLTgyYjY3ZGI5OTI.webp,Automatic,172191 km,Petrol,Foreign Used,CD Player | AM/FM Radio | Airbags | Air Conditioning | Alloy Wheels,Ibiyemi Joshua,https://jiji.ng/osogbo/cars/hyundai-santa-fe-3-3-se-4wd-2008-white-bxWAgqy2lKhev00go12J6D3P.html,No faults,Hyundai,Santa Fe,2008,White,No,3.3 SE 4WD,SUV,All Wheel,3300           cc,6,245           hp,5,No,
Toyota Camry 2007 Red,"₦ 3,200,000,",₦ 2.85 M ~ 3.06 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117168863_NjIwLTQ2NS1jMmRjYjU2ZjRl.webp,https://pictures-nigeria.jijistatic.com/117168863_MTExLTgzLWMyZGNiNTZmNGU.webp | https://pictures-nigeria.jijistatic.com/117168779_MTExLTgzLTgyMjQ3NGZiOTU.webp | https://pictures-nigeria.jijistatic.com/117168807_MTExLTgzLTE3NmMwNzE4YTI.webp | https://pictures-nigeria.jijistatic.com/117168815_MTExLTgzLTA4MGRiNTBiZjI.webp | https://pictures-nigeria.jijistatic.com/117168830_MTExLTgzLTliMzZkMGZkZmQ.webp,Automatic,,Petrol,Nigerian Used,,Nathie Mi,https://jiji.ng/port-harcourt/cars/toyota-camry-2007-red-zDjqYckKeq8uRzPqKsaqOHWD.html,No faults,Toyota,Camry,2007,Red,Yes,LE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,5,,
Toyota Venza 2013 Black,"₦ 10,300,000,",₦ 11 M ~ 12 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/116534739_NjIwLTQ2NS1iYWVmNWRmNGFm.webp,https://pictures-nigeria.jijistatic.com/116534739_MTExLTgzLWJhZWY1ZGY0YWY.webp | https://pictures-nigeria.jijistatic.com/116534738_MTExLTgzLTNiZGJjODY2ODI.webp | https://pictures-nigeria.jijistatic.com/116534753_MTExLTgzLTAwMjc5NmI3ZmI.webp | https://pictures-nigeria.jijistatic.com/116534743_MTExLTgzLThkNzYxNzQ1NDM.webp | https://pictures-nigeria.jijistatic.com/116534752_MTExLTgzLTMzMWViYjc5NGI.webp,Automatic,86333 km,,Foreign Used,,Ezenwa Marcel,https://jiji.ng/kubwa/cars/toyota-venza-2013-black-jLPsfNfRjRlQ5akdZVoar40s.html,No faults,Toyota,Venza,2013,Black,No,,,,,,,,,
Lexus ES 350 FWD 2014 White,"₦ 12,700,000",₦ 12.44 M ~ 13.06 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/114099029_NjIwLTQ2NS02NGY5OTMxYTJh.webp,https://pictures-nigeria.jijistatic.com/114099029_MTExLTgzLTY0Zjk5MzFhMmE.webp | https://pictures-nigeria.jijistatic.com/114099028_MTExLTgzLTg0ZWFlM2UwOWY.webp | https://pictures-nigeria.jijistatic.com/114099021_MTExLTgzLTNmNjhiNzFlYTM.webp | https://pictures-nigeria.jijistatic.com/114099030_MTExLTgzLTQyODA1YmJkMjk.webp | https://pictures-nigeria.jijistatic.com/114099022_MTExLTgzLWZkZDkyZDRhNmY.webp,Automatic,89632 km,Petrol,Foreign Used,Leather Seats | Air Conditioning | AM/FM Radio | Armrests | Electric Windows | Cup Holders | Front Fog Lamps | Airbags | Alloy Wheels | Sunroof | Parking Sensors | Cruise Control | Xenon Lights | CD Player,E-YOUNG SERVICES LTD,https://jiji.ng/isolo/cars/lexus-es-350-fwd-2014-white-bpx7nqt9nWdouXuGIfQLaelO.html,No faults,Lexus,ES,2014,White,No,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,5,,
Toyota Highlander XLE 2019 Silver,"₦ 23,500,000",₦ 23 M ~ 24.86 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/99401019_NjIwLTQ2NS1hZWVmNzk1Y2Mx.webp,https://pictures-nigeria.jijistatic.com/99401019_MTExLTgzLWFlZWY3OTVjYzE.webp | https://pictures-nigeria.jijistatic.com/99401018_MTExLTE0OC1jMmY2YTBlMzIz.webp | https://pictures-nigeria.jijistatic.com/99401021_MTExLTgzLWNlZDI4NThhNzE.webp | https://pictures-nigeria.jijistatic.com/99401023_MTExLTgzLWYzZGU1ODk4MTU.webp | https://pictures-nigeria.jijistatic.com/99401029_MTExLTE0OC1iMmJjMzQ3ZjU4.webp,Automatic,74521 km,,Foreign Used,,Precious Tech Automobile,https://jiji.ng/ogba/cars/toyota-highlander-xle-2019-silver-3l3k8juI41sj1nMY3Dsa6fv.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2019,Silver,No,XLE,,,,,295           hp,,,
Mercedes-Benz M Class ML 350 4Matic 2007 Blue,"₦ 5,700,000",₦ 6.19 M ~ 6.8 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/107607855_NjIwLTgyNy00ODIxZDY0NzZm.webp,https://pictures-nigeria.jijistatic.com/107607855_MTExLTE0OC00ODIxZDY0NzZm.webp | https://pictures-nigeria.jijistatic.com/107607891_MTExLTE0OC1iODRiMDdiMzBh.webp | https://pictures-nigeria.jijistatic.com/107603849_MTExLTgzLWE5Y2ViMzBkMTQ.webp | https://pictures-nigeria.jijistatic.com/107607861_MTExLTE0OC1kYmZlNmJkOTA5.webp | https://pictures-nigeria.jijistatic.com/107607853_MTExLTE0OC0yYjVlNjg1ZDlk.webp,Automatic,,Petrol,Foreign Used,,Mullaautos Amos,https://jiji.ng/magodo/cars/mercedes-benz-m-class-ml-350-4matic-2007-blue-hAbted0Te4zfdU4auM5qJRno.html,No faults,Mercedes-Benz,M Class,2007,Blue,No,ML 350 4Matic,SUV,All Wheel,3500           cc,6,268           hp,5,No,
Lexus ES 350 2008 White,"₦ 3,480,000",₦ 3.95 M ~ 4.2 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/116814989_NjIwLTQ2NS00ZWE4Y2Y3Nzkz.webp,https://pictures-nigeria.jijistatic.com/116814989_MTExLTgzLTRlYThjZjc3OTM.webp | https://pictures-nigeria.jijistatic.com/116814999_MTExLTgzLWQ5NDI3OTMzMTk.webp | https://pictures-nigeria.jijistatic.com/116814998_MTExLTgzLTFhYjkxNjhiNDU.webp | https://pictures-nigeria.jijistatic.com/116814997_MTExLTgzLTZlY2E2NTkxNDc.webp | https://pictures-nigeria.jijistatic.com/116815000_MTExLTgzLTYyNDVmYjU3NjY.webp,Automatic,85764 km,Petrol,Nigerian Used,,Dc Autos,https://jiji.ng/lagos-abule-egba/cars/lexus-es-350-2008-white-1CpbkKiqZEDdMMm9jnPxvAQx.html,"First registration, First owner, Original parts",Lexus,ES,2008,White,Yes,350,Sedan,Front,,6,,5,,
Lexus ES 2013 350 FWD Black,"₦ 8,500,000",₦ 11.2 M ~ 12 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/73137331_NjIwLTQ2NS02NjU4OWM5NTRh.webp,https://pictures-nigeria.jijistatic.com/73137331_MTExLTgzLTY2NTg5Yzk1NGE.webp | https://pictures-nigeria.jijistatic.com/73137335_MTExLTgzLWM0YmEzODE4ZWY.webp | https://pictures-nigeria.jijistatic.com/73137323_MTExLTgzLWQyNGE4NDM0ZDI.webp | https://pictures-nigeria.jijistatic.com/73137288_MTExLTgzLWM0MjQ1MmJmODc.webp | https://pictures-nigeria.jijistatic.com/73137300_MTExLTgzLTU0YjQyNTk5OTQ.webp,Automatic,102687 km,Petrol,Foreign Used,,SAINT JOHN GLOBAL LINK LIMITED,https://jiji.ng/ikoyi-obalende/cars/lexus-es-2013-350-fwd-black-11fCAvYJGwSoo0j8TO9JC6p4.html,No faults,Lexus,ES,2013,Black,No,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,5,,
Lexus RX 2008 Silver,"₦ 7,200,000",₦ 6.82 M ~ 7.18 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/108240765_NjIwLTQ2NS02ZjkwZTQ0NTIx.webp,https://pictures-nigeria.jijistatic.com/108240765_MTExLTgzLTZmOTBlNDQ1MjE.webp | https://pictures-nigeria.jijistatic.com/108240763_MTExLTgzLTQxZWQzMTEzNDQ.webp | https://pictures-nigeria.jijistatic.com/108240764_MTExLTgzLWQ0NDUyZDE4NGE.webp | https://pictures-nigeria.jijistatic.com/108240766_MTExLTgzLTYzNWVjM2VkMjc.webp | https://pictures-nigeria.jijistatic.com/108240771_MTExLTgzLWFjZDBjNDQ2MmM.webp,Automatic,90000 km,,Foreign Used,,Makanjuola Ismaheel,https://jiji.ng/alimosho/cars/lexus-rx-2008-silver-aiSOTO9yfTZgiUMK9KCgmn3B.html,"Unpainted, No faults",Lexus,RX,2008,Silver,No,,,,,,,,,
Lexus RX 2003 Gold,"₦ 4,950,000",₦ 4.05 M ~ 4.3 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/34609886_img-20190914-wa0024_620x827.jpg,https://pictures-nigeria.jijistatic.com/34609886_img-20190914-wa0024_111x148.jpg | https://pictures-nigeria.jijistatic.com/34609881_img-20190914-wa0036_111x148.jpg | https://pictures-nigeria.jijistatic.com/34609882_img-20190914-wa0037_111x148.jpg | https://pictures-nigeria.jijistatic.com/34609883_img-20190914-wa0039_111x148.jpg | https://pictures-nigeria.jijistatic.com/34609885_img-20190914-wa0038_111x148.jpg,Automatic,79253 km,,Foreign Used,,G.O Global NIG LTD,https://jiji.ng/port-harcourt/cars/lexus-rx-2003-gold-ptm6FXxHeXtKIgTiBVOPpXqa.html,"Unpainted, Original parts, No faults",Lexus,RX,2003,Gold,No,,,,,,,,Yes,
Lexus IS 250 2008 Off White,"₦ 6,000,000,",₦ 5.24 M ~ 5.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/111959184_NjIwLTQ2NS05YjJkZTdmZTQ5.webp,https://pictures-nigeria.jijistatic.com/111959184_MTExLTgzLTliMmRlN2ZlNDk.webp | https://pictures-nigeria.jijistatic.com/111959172_MTExLTgzLWZjNWQyNzI0NTk.webp | https://pictures-nigeria.jijistatic.com/111959182_MTExLTgzLWI0ZjQ1ZWNmZTQ.webp | https://pictures-nigeria.jijistatic.com/111959175_MTExLTgzLTA3ZDg3YmIyYzM.webp | https://pictures-nigeria.jijistatic.com/111959180_MTExLTgzLWIzYjVmNTcyYmU.webp,Automatic,,,Foreign Used,,PROSPER AUTOMOBILE,https://jiji.ng/apapa/cars/lexus-is-250-2008-off-white-5IW0iBWI0WSzqPlpI3TKvSjb.html,"No faults, Unpainted",Lexus,IS,2008,Off white,No,250,Sedan,All Wheel,2500           cc,6,207           hp,5,,
Toyota Highlander 2017 Red,"₦ 17,500,000",₦ 17.5 M ~ 18.45 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/112812052_NjIwLTc3NS1lMzc4NTIwNzNm.webp,https://pictures-nigeria.jijistatic.com/112812052_MTExLTEzOS1lMzc4NTIwNzNm.webp | https://pictures-nigeria.jijistatic.com/112812056_MTExLTEzOS0yZTBkMjc1YjI3.webp | https://pictures-nigeria.jijistatic.com/112812051_MTExLTEzOS0yNTIzMzFjMGM1.webp | https://pictures-nigeria.jijistatic.com/112812053_MTExLTEzOS1jYmY1MWYyNDZk.webp | https://pictures-nigeria.jijistatic.com/112812058_MTExLTEzOS1iNmQ2MTRjZDZk.webp,Automatic,90000 km,Petrol,Foreign Used,,Sureway Autos,https://jiji.ng/isolo/cars/toyota-highlander-2017-red-BjMO1KB9cHLE4jSxbvb1uUdm.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2017,Red,,Limited 4x4 V6 (3.5L 6cyl 8A),SUV,All Wheel,3500           cc,6,295           hp,7-8,Yes,
Toyota Corolla 1.8 Exclusive Automatic 2009 Red,"₦ 4,350,000,",₦ 4.59 M ~ 4.8 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/117181219_NjIwLTgyNy0yMzFiNjNkNTM3.webp,https://pictures-nigeria.jijistatic.com/117181219_MTExLTE0OC0yMzFiNjNkNTM3.webp | https://pictures-nigeria.jijistatic.com/117181218_MTExLTE0OC0zZDE2NjFhM2Q5.webp | https://pictures-nigeria.jijistatic.com/117181217_MTExLTE0OC1kNDBjMzZlZWU3.webp | https://pictures-nigeria.jijistatic.com/117181221_MTExLTgzLWU1ZjRhMzU3ZDE.webp | https://pictures-nigeria.jijistatic.com/117181222_MTExLTgzLWYzOGUxNDYwOTE.webp,Automatic,68278 km,Petrol,Foreign Used,,LIYAH'S EMPIRE MOTOR,https://jiji.ng/kubwa/cars/toyota-corolla-1-8-exclusive-automatic-2009-red-f5ozYC5ad1I2Xya8UQ2x53nK.html,No faults,Toyota,Corolla,2009,Red,No,1.8 Exclusive Automatic,Sedan,Front,1800           cc,4,132           hp,5,Yes,
Land Rover Range Rover 2007 Black,"₦ 5,900,000",,"Lagos, Yaba",https://pictures-nigeria.jijistatic.com/102749384_NjIwLTQ2NS1iMzRhNzUyMDFm.webp,https://pictures-nigeria.jijistatic.com/102749384_MTExLTgzLWIzNGE3NTIwMWY.webp | https://pictures-nigeria.jijistatic.com/102749369_MTExLTgzLTdhZjY0NTI1YjE.webp | https://pictures-nigeria.jijistatic.com/102749370_MTExLTgzLWNjNGViY2JmYTE.webp | https://pictures-nigeria.jijistatic.com/102749383_MTExLTgzLTlmMTI1MDYyNzM.webp | https://pictures-nigeria.jijistatic.com/102749390_MTExLTgzLWMzNTU1YmY3Mjc.webp,Automatic,180000 km,,Foreign Used,,STANLEY,https://jiji.ng/yaba/cars/land-rover-range-rover-2007-black-k5T0Xcqeqg1iGALg7Og5VMV2.html,No faults,Land Rover,Range Rover,2007,Black,No,,,,,,,,,
Lexus GS 300 2005 Gray,"₦ 5,500,000",,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117090653_NjIwLTQ2NS1kNDBmMDA4ZmNm.webp,https://pictures-nigeria.jijistatic.com/117090653_MTExLTgzLWQ0MGYwMDhmY2Y.webp | https://pictures-nigeria.jijistatic.com/117090539_MTExLTgzLWQxZmIxZjk1Y2I.webp | https://pictures-nigeria.jijistatic.com/117094421_MTExLTE0OC0xYmJhODliMWE1.webp | https://pictures-nigeria.jijistatic.com/117090548_MTExLTgzLWEwNzJmN2Y5ZWE.webp | https://pictures-nigeria.jijistatic.com/117090629_MTExLTgzLTVlZTJhNDNlMjE.webp,Automatic,120400 km,Petrol,Foreign Used,Cruise Control | AM/FM Radio | Airbags | Front Fog Lamps | Alloy Wheels | LED Headlights | Electric Windows | Electric Mirrors | Air Conditioning | Anti-Lock Brakes | CD Player,Aziz Giwa,https://jiji.ng/surulere/cars/lexus-gs-300-2005-gray-tEmPdRyRBVLJZ7kopjeiiO49.html,"Unpainted, Original parts, No faults",Lexus,GS,2005,Gray,,300,Sedan,Rear Wheel,3000           cc,6,245           hp,5,,
Mercedes-Benz GL-Class GL 450 2011 Silver,"₦ 12,000,000,",₦ 10.18 M ~ 12 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/114474261_NjIwLTQ2NS00YzJhM2M3NDdjLTE.webp,https://pictures-nigeria.jijistatic.com/114474261_MTExLTgzLTRjMmEzYzc0N2MtMQ.webp | https://pictures-nigeria.jijistatic.com/114474273_MTExLTgzLTgzMDNmM2M2YTgtMQ.webp | https://pictures-nigeria.jijistatic.com/114474262_MTExLTgzLWFkN2JhNTQ2MzUtMQ.webp | https://pictures-nigeria.jijistatic.com/114474267_MTExLTgzLTdkODNkYjg1OGMtMQ.webp | https://pictures-nigeria.jijistatic.com/114474255_MTExLTgzLTQzODAzYjA2ZGQtMQ.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Bullbar | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack | Sidesteps | Spotlight | Sunroof | Traction Control | Winch | Xenon Lights,AUSTIN Automobile MOTORS,https://jiji.ng/apapa/cars/mercedes-benz-gl-class-gl-450-2011-silver-cEiLaap22ljjvc2WIeh7sUF3.html,No faults,Mercedes-Benz,GL-Class,2011,Silver,No,GL 450,SUV,All Wheel,4700           cc,8,335           hp,7,,
Peugeot 508 2014 Gray,"₦ 4,900,000",,"Abuja, Jahi",https://pictures-nigeria.jijistatic.com/117187514_NjIwLTcxNy0yOWY4ODQxM2Jm.webp,https://pictures-nigeria.jijistatic.com/117187514_MTExLTEyOC0yOWY4ODQxM2Jm.webp | https://pictures-nigeria.jijistatic.com/117187512_MTExLTEyOC05NTU5MTY3MWQ3.webp | https://pictures-nigeria.jijistatic.com/117187509_MTExLTEyOC05YjY2MjY0MmUz.webp | https://pictures-nigeria.jijistatic.com/117187516_MTExLTEyOC04YjNjNTJhOTY5.webp | https://pictures-nigeria.jijistatic.com/117187508_MTExLTEyOC1jNjUxY2NiOTg2.webp,Automatic,,,Foreign Used,,Mnm Cars,https://jiji.ng/jahi/cars/peugeot-508-2014-gray-BjVNnh3qwzLSgpqPfBFZOfTc.html,No faults,Peugeot,508,2014,Gray,,,,,,,,,,
Toyota 4-Runner 2003 Blue,"₦ 3,200,000",₦ 2.42 M ~ 2.81 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/112800874_NjIwLTQ2NS0xZTJjNDFjNzlk.webp,https://pictures-nigeria.jijistatic.com/112800874_MTExLTgzLTFlMmM0MWM3OWQ.webp | https://pictures-nigeria.jijistatic.com/112800889_MTExLTgzLTE4ZWUxNDI5YmY.webp | https://pictures-nigeria.jijistatic.com/112800875_MTExLTE0OC01ZWJkMDY3M2Mw.webp | https://pictures-nigeria.jijistatic.com/112800899_MTExLTE0OC04Y2FiZGVjMzc0.webp | https://pictures-nigeria.jijistatic.com/110657257_MTExLTgzLTMyNTFhNTc4MjU.webp,Automatic,242296 km,,Nigerian Used,,Lawal Oluwatobiloba,https://jiji.ng/ifako-ijaiye/cars/toyota-4-runner-2003-blue-2DiiGrDLEvQLodVUiUglBfMm.html,No faults,Toyota,4-Runner,2003,Blue,Yes,,,,,,,,,
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Black,"₦ 16,300,000,",₦ 17.44 M ~ 18.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/112213303_NjIwLTQ2NS1jYWU0YTZhMmZh.webp,https://pictures-nigeria.jijistatic.com/112213303_MTExLTgzLWNhZTRhNmEyZmE.webp | https://pictures-nigeria.jijistatic.com/112213291_MTExLTgzLTI3ODk3ZWRhNjM.webp | https://pictures-nigeria.jijistatic.com/112213293_MTExLTgzLWUzMTkwMGRlN2E.webp | https://pictures-nigeria.jijistatic.com/112213301_MTExLTgzLWM2YjEyOGUzMDc.webp | https://pictures-nigeria.jijistatic.com/112213302_MTExLTgzLTNiMzBhOTU3ZmI.webp,Automatic,34584 km,Petrol,Nigerian Used,Electric Windows | AM/FM Radio | Spotlight | Sunroof | Electric Mirrors | Front Fog Lamps | Leather Seats | CarPlay | Alloy Wheels | Parking Sensors | Air Conditioning | Roof Rack | Xenon Lights | CD Player | Airbags,EKESONMOTORS,https://jiji.ng/amuwo-odofin/cars/toyota-highlander-xle-4x4-v6-3-5l-6cyl-8a-2018-black-hP1BV9DsZl7FuTCJFzLrzwU4.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2018,Black,Yes,XLE 4x4 V6 (3.5L 6cyl 8A),SUV,All Wheel,3500           cc,6,295           hp,7-8,,
Mercedes-Benz C300 2010 Silver,"₦ 6,250,000",₦ 5.8 M ~ 6 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/97993524_NjIwLTQ2NS05ZTNiOTZjZTc2.webp,https://pictures-nigeria.jijistatic.com/97993524_MTExLTgzLTllM2I5NmNlNzY.webp | https://pictures-nigeria.jijistatic.com/97993503_MTExLTgzLWI4NjBiNGVlMTI.webp | https://pictures-nigeria.jijistatic.com/97993525_MTExLTgzLTU4OWE2OTg5Zjc.webp | https://pictures-nigeria.jijistatic.com/97993526_MTExLTgzLThiNTZlOGM2MDI.webp | https://pictures-nigeria.jijistatic.com/97993548_MTExLTgzLTVlMDA4OTNkYzE.webp,Automatic,95000 km,Petrol,Foreign Used,,Kehinde Kelvin,https://jiji.ng/ojodu/cars/mercedes-benz-c300-2010-silver-x3aVnGAjZoolKBQL3JXpQXQd.html,No faults,Mercedes-Benz,C300,2010,Silver,No,Sport Sedan RWD (3.0L 6cyl 6M),Sedan,Rear Wheel,3000           cc,6,228           hp,5,,
Toyota Camry 2.4 LE 2008 Black,"₦ 2,750,000",₦ 2.95 M ~ 3.2 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117355069_NjIwLTgyNy1jNGE1ZTI0NWEz.webp,https://pictures-nigeria.jijistatic.com/117355069_MTExLTE0OC1jNGE1ZTI0NWEz.webp | https://pictures-nigeria.jijistatic.com/117355068_MTExLTE0OC01Njg2YTI5NTlh.webp | https://pictures-nigeria.jijistatic.com/117355063_MTExLTE0OC0xYWM4ODAzZGYy.webp | https://pictures-nigeria.jijistatic.com/117355070_MTExLTE0OC0xY2VkNTJmODNi.webp | https://pictures-nigeria.jijistatic.com/117358072_MTExLTgzLWE4M2NjMmE5M2M.webp,Automatic,,Petrol,Nigerian Used,,Slim Mazzy,https://jiji.ng/port-harcourt/cars/toyota-camry-2-4-le-2008-black-aZrcsZclVrBSgnJEt6jOhk4l.html,No faults,Toyota,Camry,2008,Black,,2.4 LE,,Front,,,158           hp,5,,
Toyota Avalon 2011 Gold,"₦ 5,800,000",₦ 5.8 M ~ 6.2 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117228712_NjIwLTQ2NS1lODY5MzU3M2Ix.webp,https://pictures-nigeria.jijistatic.com/117228712_MTExLTgzLWU4NjkzNTczYjE.webp | https://pictures-nigeria.jijistatic.com/117228711_MTExLTgzLThlYzMxMWYzZDY.webp | https://pictures-nigeria.jijistatic.com/117228703_MTExLTgzLTNkMjNlZTA1MmI.webp | https://pictures-nigeria.jijistatic.com/117228706_MTExLTgzLTI3NjdkMDRlYTE.webp | https://pictures-nigeria.jijistatic.com/117228707_MTExLTgzLWY2MjQyMjMxMGQ.webp,Automatic,,,Foreign Used,,bimzy luxury,https://jiji.ng/ogba/cars/toyota-avalon-2011-gold-wj1dotS9gqj7b5IDRoMFJmZ1.html,No faults,Toyota,Avalon,2011,Gold,No,,,,,,,,Yes,
Toyota Hilux 2014 SR5 BLACK 4x4 Black,"₦ 13,000,000",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/75300236_NjIwLTgyNy1hODU0ODU2NjRm.webp,https://pictures-nigeria.jijistatic.com/75300236_MTExLTE0OC1hODU0ODU2NjRm.webp | https://pictures-nigeria.jijistatic.com/75300237_MTExLTE0OC0zNzk4ODAyNTJk.webp | https://pictures-nigeria.jijistatic.com/75300241_MTExLTE0OC05MWJhOTliODhl.webp | https://pictures-nigeria.jijistatic.com/75300243_MTExLTE0OC00NjRmZjQxMTkw.webp | https://pictures-nigeria.jijistatic.com/75300246_MTExLTE0OC04MzdlMzZhMzgw.webp,Manual,780256 km,,Foreign Used,,Samuel Heinz,https://jiji.ng/jabi/cars/toyota-hilux-2014-sr5-black-4x4-black-59IPeD72uJKZqgJlGrnVpR8O.html,"Original parts, No faults, Unpainted",Toyota,Hilux,2014,Black,No,SR5 BLACK 4x4,,,,,,,Yes,
